"contID","ko","contig","rank","taxid","score"
"ko\:K00001\:contig00366","K00001","contig00366","p","976",81
"ko\:K00001\:contig00366","K00001","contig00366","c","117743",33
"ko\:K00001\:contig00366","K00001","contig00366","o","200644",33
"ko\:K00001\:contig00366","K00001","contig00366","f","49546",33
"ko\:K00001\:contig00366","K00001","contig00366","g","237",19
"ko\:K00001\:contig00366","K00001","contig00366","s","498301",5
"ko\:K00001\:contig00367","K00001","contig00367","k","2",96
"ko\:K00001\:contig00367","K00001","contig00367","p","1224",92
"ko\:K00001\:contig00367","K00001","contig00367","c","28211",84
"ko\:K00001\:contig00367","K00001","contig00367","o","356",84
"ko\:K00001\:contig00367","K00001","contig00367","f","82115",72
"ko\:K00001\:contig00367","K00001","contig00367","g","379",52
"ko\:K00001\:contig00367","K00001","contig00367","s","384",20
"ko\:K00001\:contig00368","K00001","contig00368","k","2",100
"ko\:K00001\:contig00368","K00001","contig00368","p","57723",100
"ko\:K00001\:contig00368","K00001","contig00368","c","204432",50
"ko\:K00001\:contig00368","K00001","contig00368","o","204433",50
"ko\:K00001\:contig00368","K00001","contig00368","f","204434",50
"ko\:K00001\:contig00368","K00001","contig00368","s","1267535",50
"ko\:K00001\:contig00369","K00001","contig00369","k","2",100
"ko\:K00001\:contig00369","K00001","contig00369","p","1224",100
"ko\:K00001\:contig00369","K00001","contig00369","c","28211",44
"ko\:K00001\:contig00369","K00001","contig00369","o","356",40
"ko\:K00001\:contig00369","K00001","contig00369","f","82115",40
"ko\:K00001\:contig00369","K00001","contig00369","g","357",40
"ko\:K00001\:contig00369","K00001","contig00369","s","1183400",28
"ko\:K00001\:contig00369","K00001","contig00369","s","358",24
"ko\:K00001\:contig00370","K00001","contig00370","k","2",100
"ko\:K00001\:contig00370","K00001","contig00370","p","201174",100
"ko\:K00001\:contig00370","K00001","contig00370","c","1760",100
"ko\:K00001\:contig00370","K00001","contig00370","o","2037",100
"ko\:K00001\:contig00370","K00001","contig00370","f","1762",100
"ko\:K00001\:contig00370","K00001","contig00370","g","1763",100
"ko\:K00001\:contig00370","K00001","contig00370","s","1772",40
"ko\:K00001\:contig00371","K00001","contig00371","k","2",100
"ko\:K00001\:contig00371","K00001","contig00371","p","1224",100
"ko\:K00001\:contig00371","K00001","contig00371","c","28216",100
"ko\:K00001\:contig00371","K00001","contig00371","o","206389",100
"ko\:K00001\:contig00371","K00001","contig00371","f","75787",100
"ko\:K00001\:contig00371","K00001","contig00371","g","1054211",100
"ko\:K00001\:contig00371","K00001","contig00371","s","748811",100
"ko\:K00001\:contig00372","K00001","contig00372","k","2",100
"ko\:K00001\:contig00372","K00001","contig00372","p","1224",100
"ko\:K00001\:contig00372","K00001","contig00372","c","28216",50
"ko\:K00001\:contig00372","K00001","contig00372","g","327159",30
"ko\:K00001\:contig00372","K00001","contig00372","s","327160",10
"ko\:K00001\:contig00373","K00001","contig00373","k","2",100
"ko\:K00001\:contig00373","K00001","contig00373","p","201174",100
"ko\:K00001\:contig00373","K00001","contig00373","c","1760",100
"ko\:K00001\:contig00373","K00001","contig00373","o","2037",100
"ko\:K00001\:contig00373","K00001","contig00373","f","1762",100
"ko\:K00001\:contig00373","K00001","contig00373","g","1763",100
"ko\:K00001\:contig00373","K00001","contig00373","s","77643",84
"ko\:K00001\:contig00373","K00001","contig00373","s","1773",60
"ko\:K00001\:contig00374","K00001","contig00374","k","2",100
"ko\:K00001\:contig00374","K00001","contig00374","p","1224",67
"ko\:K00001\:contig00374","K00001","contig00374","c","28216",67
"ko\:K00001\:contig00374","K00001","contig00374","o","80840",67
"ko\:K00001\:contig00374","K00001","contig00374","f","119060",67
"ko\:K00001\:contig00374","K00001","contig00374","g","32008",67
"ko\:K00001\:contig00374","K00001","contig00374","s","758796",33
"ko\:K00001\:contig00375","K00001","contig00375","k","2",100
"ko\:K00001\:contig00375","K00001","contig00375","p","1224",88
"ko\:K00001\:contig00375","K00001","contig00375","c","28216",32
"ko\:K00001\:contig00375","K00001","contig00375","o","80840",16
"ko\:K00001\:contig00375","K00001","contig00375","f","119060",8
"ko\:K00001\:contig00375","K00001","contig00375","g","32008",8
"ko\:K00001\:contig00375","K00001","contig00375","s","758796",4
"ko\:K00001\:contig00376","K00001","contig00376","k","2",100
"ko\:K00001\:contig00376","K00001","contig00376","p","1239",44
"ko\:K00001\:contig00376","K00001","contig00376","c","91061",44
"ko\:K00001\:contig00376","K00001","contig00376","o","1385",44
"ko\:K00001\:contig00376","K00001","contig00376","f","186822",24
"ko\:K00001\:contig00376","K00001","contig00376","g","44249",20
"ko\:K00001\:contig00376","K00001","contig00376","s","306543",12
"ko\:K00001\:contig00377","K00001","contig00377","k","2",100
"ko\:K00001\:contig00377","K00001","contig00377","p","1224",75
"ko\:K00001\:contig00377","K00001","contig00377","c","28211",75
"ko\:K00001\:contig00377","K00001","contig00377","s","1333998",25
"ko\:K00001\:contig00378","K00001","contig00378","k","2",100
"ko\:K00001\:contig00378","K00001","contig00378","p","201174",100
"ko\:K00001\:contig00378","K00001","contig00378","c","1760",100
"ko\:K00001\:contig00378","K00001","contig00378","o","2037",100
"ko\:K00001\:contig00378","K00001","contig00378","f","1762",88
"ko\:K00001\:contig00378","K00001","contig00378","g","1763",88
"ko\:K00001\:contig00378","K00001","contig00378","s","77643",88
"ko\:K00001\:contig00378","K00001","contig00378","s","1773",64
"ko\:K00001\:contig00379","K00001","contig00379","k","2",100
"ko\:K00001\:contig00379","K00001","contig00379","p","1224",100
"ko\:K00001\:contig00379","K00001","contig00379","c","28211",40
"ko\:K00001\:contig00379","K00001","contig00379","o","356",36
"ko\:K00001\:contig00379","K00001","contig00379","f","41294",20
"ko\:K00001\:contig00379","K00001","contig00379","g","1073",12
"ko\:K00001\:contig00379","K00001","contig00379","s","1076",12
"ko\:K00001\:contig00380","K00001","contig00380","k","2",100
"ko\:K00001\:contig00380","K00001","contig00380","p","1224",75
"ko\:K00001\:contig00380","K00001","contig00380","c","28211",75
"ko\:K00001\:contig00380","K00001","contig00380","s","1333998",25
"ko\:K00001\:contig00381","K00001","contig00381","k","2",100
"ko\:K00001\:contig00381","K00001","contig00381","p","1224",100
"ko\:K00001\:contig00381","K00001","contig00381","c","28216",100
"ko\:K00001\:contig00381","K00001","contig00381","o","80840",80
"ko\:K00001\:contig00381","K00001","contig00381","f","119060",60
"ko\:K00001\:contig00381","K00001","contig00381","g","32008",60
"ko\:K00001\:contig00381","K00001","contig00381","s","1071679",20
"ko\:K00001\:contig00382","K00001","contig00382","k","2",96
"ko\:K00001\:contig00382","K00001","contig00382","p","1224",68
"ko\:K00001\:contig00382","K00001","contig00382","c","28216",36
"ko\:K00001\:contig00382","K00001","contig00382","o","80840",32
"ko\:K00001\:contig00382","K00001","contig00382","f","75682",20
"ko\:K00001\:contig00382","K00001","contig00382","g","963",20
"ko\:K00001\:contig00382","K00001","contig00382","s","92645",4
"ko\:K00001\:contig00383","K00001","contig00383","k","2",100
"ko\:K00001\:contig00383","K00001","contig00383","p","201174",80
"ko\:K00001\:contig00383","K00001","contig00383","c","1760",80
"ko\:K00001\:contig00383","K00001","contig00383","o","2037",75
"ko\:K00001\:contig00383","K00001","contig00383","f","85023",15
"ko\:K00001\:contig00383","K00001","contig00383","g","205841",5
"ko\:K00001\:contig00383","K00001","contig00383","s","1169145",5
"ko\:K00001\:contig00384","K00001","contig00384","k","2",100
"ko\:K00001\:contig00384","K00001","contig00384","p","201174",100
"ko\:K00001\:contig00384","K00001","contig00384","c","1760",100
"ko\:K00001\:contig00384","K00001","contig00384","o","2037",50
"ko\:K00001\:contig00384","K00001","contig00384","f","1762",50
"ko\:K00001\:contig00384","K00001","contig00384","g","1763",50
"ko\:K00001\:contig00384","K00001","contig00384","s","164757",25
"ko\:K00001\:contig00386","K00001","contig00386","k","2",100
"ko\:K00001\:contig00386","K00001","contig00386","p","201174",100
"ko\:K00001\:contig00386","K00001","contig00386","c","1760",100
"ko\:K00001\:contig00386","K00001","contig00386","o","2037",100
"ko\:K00001\:contig00386","K00001","contig00386","f","1268",24
"ko\:K00001\:contig00386","K00001","contig00386","g","1663",20
"ko\:K00001\:contig00386","K00001","contig00386","s","1349820",8
"ko\:K00001\:contig00387","K00001","contig00387","k","2",100
"ko\:K00001\:contig00387","K00001","contig00387","p","1224",100
"ko\:K00001\:contig00387","K00001","contig00387","c","1236",100
"ko\:K00001\:contig00387","K00001","contig00387","f","1400857",100
"ko\:K00001\:contig00387","K00001","contig00387","g","221279",50
"ko\:K00001\:contig00387","K00001","contig00387","s","1400862",50
"ko\:K00001\:contig00388","K00001","contig00388","k","2",100
"ko\:K00001\:contig00388","K00001","contig00388","p","1224",72
"ko\:K00001\:contig00388","K00001","contig00388","c","28216",48
"ko\:K00001\:contig00388","K00001","contig00388","o","80840",48
"ko\:K00001\:contig00388","K00001","contig00388","f","80864",24
"ko\:K00001\:contig00388","K00001","contig00388","g","80865",20
"ko\:K00001\:contig00388","K00001","contig00388","s","80866",12
"ko\:K00001\:contig00389","K00001","contig00389","k","2",100
"ko\:K00001\:contig00389","K00001","contig00389","p","201174",72
"ko\:K00001\:contig00389","K00001","contig00389","c","1760",72
"ko\:K00001\:contig00389","K00001","contig00389","o","2037",72
"ko\:K00001\:contig00389","K00001","contig00389","f","2062",36
"ko\:K00001\:contig00389","K00001","contig00389","g","1883",36
"ko\:K00001\:contig00389","K00001","contig00389","s","1888",8
"ko\:K00001\:contig00390","K00001","contig00390","k","2",100
"ko\:K00001\:contig00390","K00001","contig00390","p","201174",100
"ko\:K00001\:contig00390","K00001","contig00390","c","1760",100
"ko\:K00001\:contig00390","K00001","contig00390","o","2037",100
"ko\:K00001\:contig00390","K00001","contig00390","f","1762",100
"ko\:K00001\:contig00390","K00001","contig00390","g","1763",100
"ko\:K00001\:contig00390","K00001","contig00390","s","670516",30
"ko\:K00001\:contig00390","K00001","contig00390","s","36809",30
"ko\:K00001\:contig00391","K00001","contig00391","k","2",100
"ko\:K00001\:contig00391","K00001","contig00391","p","201174",100
"ko\:K00001\:contig00391","K00001","contig00391","c","1760",100
"ko\:K00001\:contig00391","K00001","contig00391","o","2037",100
"ko\:K00001\:contig00391","K00001","contig00391","f","1762",100
"ko\:K00001\:contig00391","K00001","contig00391","g","1763",100
"ko\:K00001\:contig00391","K00001","contig00391","s","670516",30
"ko\:K00001\:contig00391","K00001","contig00391","s","36809",30
"ko\:K00001\:contig00392","K00001","contig00392","k","2",100
"ko\:K00001\:contig00392","K00001","contig00392","p","201174",100
"ko\:K00001\:contig00392","K00001","contig00392","c","1760",100
"ko\:K00001\:contig00392","K00001","contig00392","o","2037",100
"ko\:K00001\:contig00392","K00001","contig00392","f","1762",100
"ko\:K00001\:contig00392","K00001","contig00392","g","1763",100
"ko\:K00001\:contig00392","K00001","contig00392","s","1772",22
"ko\:K00001\:contig00393","K00001","contig00393","k","2",96
"ko\:K00001\:contig00393","K00001","contig00393","p","1224",92
"ko\:K00001\:contig00393","K00001","contig00393","c","28211",92
"ko\:K00001\:contig00393","K00001","contig00393","o","356",88
"ko\:K00001\:contig00393","K00001","contig00393","f","82115",84
"ko\:K00001\:contig00393","K00001","contig00393","g","357",60
"ko\:K00001\:contig00393","K00001","contig00393","s","1183400",40
"ko\:K00001\:contig00393","K00001","contig00393","s","358",36
"ko\:K00001\:contig00394","K00001","contig00394","k","2",100
"ko\:K00001\:contig00394","K00001","contig00394","p","1224",100
"ko\:K00001\:contig00394","K00001","contig00394","c","28211",100
"ko\:K00001\:contig00394","K00001","contig00394","o","204455",83
"ko\:K00001\:contig00394","K00001","contig00394","f","31989",83
"ko\:K00001\:contig00394","K00001","contig00394","g","60136",33
"ko\:K00001\:contig00394","K00001","contig00394","s","83219",33
"ko\:K00001\:contig00395","K00001","contig00395","k","2",100
"ko\:K00001\:contig00395","K00001","contig00395","p","1224",83
"ko\:K00001\:contig00395","K00001","contig00395","c","28211",67
"ko\:K00001\:contig00395","K00001","contig00395","s","1333998",17
"ko\:K00001\:contig00396","K00001","contig00396","k","2",100
"ko\:K00001\:contig00396","K00001","contig00396","p","201174",100
"ko\:K00001\:contig00396","K00001","contig00396","c","1760",100
"ko\:K00001\:contig00396","K00001","contig00396","o","2037",100
"ko\:K00001\:contig00396","K00001","contig00396","f","1762",100
"ko\:K00001\:contig00396","K00001","contig00396","g","1763",100
"ko\:K00001\:contig00396","K00001","contig00396","s","1768",33
"ko\:K00001\:contig00397","K00001","contig00397","k","2",100
"ko\:K00001\:contig00397","K00001","contig00397","p","1224",100
"ko\:K00001\:contig00397","K00001","contig00397","c","1236",100
"ko\:K00001\:contig00397","K00001","contig00397","f","1400857",100
"ko\:K00001\:contig00397","K00001","contig00397","g","221279",50
"ko\:K00001\:contig00397","K00001","contig00397","s","1400862",50
"ko\:K00001\:contig00398","K00001","contig00398","k","2",100
"ko\:K00001\:contig00398","K00001","contig00398","p","1224",100
"ko\:K00001\:contig00398","K00001","contig00398","c","28216",100
"ko\:K00001\:contig00398","K00001","contig00398","o","206389",100
"ko\:K00001\:contig00398","K00001","contig00398","f","75787",100
"ko\:K00001\:contig00398","K00001","contig00398","g","1054211",100
"ko\:K00001\:contig00398","K00001","contig00398","s","748811",100
"ko\:K00001\:contig00399","K00001","contig00399","k","2",100
"ko\:K00001\:contig00399","K00001","contig00399","p","1239",50
"ko\:K00001\:contig00399","K00001","contig00399","c","186801",50
"ko\:K00001\:contig00399","K00001","contig00399","o","186802",50
"ko\:K00001\:contig00399","K00001","contig00399","f","539000",50
"ko\:K00001\:contig00399","K00001","contig00399","g","73918",50
"ko\:K00001\:contig00399","K00001","contig00399","s","73919",25
"ko\:K00001\:contig00400","K00001","contig00400","k","2",100
"ko\:K00001\:contig00400","K00001","contig00400","p","1224",100
"ko\:K00001\:contig00400","K00001","contig00400","c","28216",72
"ko\:K00001\:contig00400","K00001","contig00400","o","80840",72
"ko\:K00001\:contig00400","K00001","contig00400","f","119060",48
"ko\:K00001\:contig00400","K00001","contig00400","g","48736",32
"ko\:K00001\:contig00400","K00001","contig00400","s","305",32
"ko\:K00001\:contig00401","K00001","contig00401","k","2",100
"ko\:K00001\:contig00401","K00001","contig00401","p","1239",100
"ko\:K00001\:contig00401","K00001","contig00401","c","91061",100
"ko\:K00001\:contig00401","K00001","contig00401","o","1385",100
"ko\:K00001\:contig00401","K00001","contig00401","f","90964",76
"ko\:K00001\:contig00401","K00001","contig00401","g","1279",76
"ko\:K00001\:contig00401","K00001","contig00401","s","1282",32
"ko\:K00001\:contig00402","K00001","contig00402","k","2",100
"ko\:K00001\:contig00402","K00001","contig00402","p","1224",100
"ko\:K00001\:contig00402","K00001","contig00402","c","28216",75
"ko\:K00001\:contig00402","K00001","contig00402","o","32003",75
"ko\:K00001\:contig00402","K00001","contig00402","f","206379",75
"ko\:K00001\:contig00402","K00001","contig00402","g","914",75
"ko\:K00001\:contig00402","K00001","contig00402","s","915",25
"ko\:K00001\:contig00403","K00001","contig00403","k","2",100
"ko\:K00001\:contig00403","K00001","contig00403","p","203682",100
"ko\:K00001\:contig00403","K00001","contig00403","c","203683",100
"ko\:K00001\:contig00403","K00001","contig00403","o","112",100
"ko\:K00001\:contig00403","K00001","contig00403","f","126",100
"ko\:K00001\:contig00403","K00001","contig00403","g","265488",89
"ko\:K00001\:contig00403","K00001","contig00403","s","265606",44
"ko\:K00001\:contig00404","K00001","contig00404","k","2",100
"ko\:K00001\:contig00404","K00001","contig00404","p","1224",100
"ko\:K00001\:contig00404","K00001","contig00404","c","28216",100
"ko\:K00001\:contig00404","K00001","contig00404","g","327159",100
